id,Foundation,FirstFlrSF,KitchenQual,Fireplaces,HeatingQC,FullBath,BsmtQual,OpenPorchSF,GarageYrBlt,ExterQual,OverallQual,BsmtFinType1,YearBuilt,GarageArea,TotRmsAbvGrd,GarageCars,GrLivArea,YearRemodAdd,LotFrontage,SalePrice
1362,0,1281,3,1,2,2,3,0,1920.0,3,4,5,97,368,7,1,1738,10,70.04995836802665,104900
1363,2,616,2,1,0,2,2,36,2007.0,3,6,5,11,432,6,2,1412,10,73.0,156932
1364,2,520,2,0,0,2,2,166,2005.0,2,7,5,12,480,4,2,1200,12,30.0,144152
1365,2,814,2,0,0,2,2,96,2000.0,2,7,2,17,663,7,2,1674,17,70.04995836802665,216000
1366,2,882,2,0,0,2,2,88,1999.0,2,7,2,18,588,7,2,1790,18,68.0,193000
1367,2,925,3,1,0,2,3,26,1977.0,3,5,0,40,336,6,1,1475,40,41.0,127000
1368,2,848,2,0,0,1,2,0,2003.0,2,6,2,14,420,4,2,848,13,70.04995836802665,144000
1369,2,1668,2,1,0,2,2,262,2003.0,2,8,1,14,502,8,2,1668,14,48.0,232000
1370,2,840,3,0,0,1,3,0,1967.0,1,4,0,97,338,6,1,1374,67,90.0,105000
1371,1,1661,2,1,2,1,3,28,1955.0,3,6,1,62,377,8,1,1661,21,80.0,165500
1372,2,1108,2,1,0,2,2,170,1998.0,3,7,2,19,583,8,2,2097,19,75.0,274300
1373,2,2633,0,2,0,2,0,140,2001.0,0,10,2,16,804,8,3,2633,15,70.04995836802665,466500
1374,2,1026,2,1,0,2,2,210,2005.0,2,7,5,12,936,9,3,1958,12,85.0,250000
1375,2,1571,2,1,0,2,2,36,2007.0,2,8,5,10,722,7,3,1571,10,89.0,239000
1376,0,790,3,0,4,1,2,141,1925.0,3,6,4,87,160,4,1,790,67,52.0,91000
1377,1,984,3,0,0,2,3,68,1977.0,3,5,3,76,660,6,2,1604,57,60.0,117000
1378,1,483,3,0,4,1,3,0,1973.0,3,6,1,44,264,5,1,987,44,21.0,83000
1379,2,754,2,0,2,2,2,0,2007.0,3,5,5,11,400,7,2,1394,10,73.0,167500
1380,0,864,3,0,4,1,3,0,1938.0,3,3,4,103,200,5,1,864,67,45.0,58500
1381,1,2117,3,2,0,2,3,42,1970.0,3,6,1,47,550,7,2,2117,47,70.04995836802665,237500
1382,0,998,2,0,0,1,1,0,1989.0,3,7,5,97,576,8,2,1762,67,60.0,157000
1383,0,1416,2,0,0,2,3,0,2007.0,3,5,5,99,576,7,2,1416,10,70.04995836802665,112000
1384,0,698,3,0,4,1,3,0,1939.0,3,6,4,78,280,6,1,1258,67,60.0,105000
1385,0,796,2,0,2,1,3,96,1922.0,3,4,1,95,240,7,1,1154,10,40.0,125500
1386,1,1392,2,2,4,3,2,112,1978.0,3,7,1,39,564,12,2,2784,39,80.0,250000
1387,0,1664,2,1,4,2,3,15,1916.0,3,6,4,101,216,10,1,2526,67,60.0,136000
1388,2,1746,0,2,0,2,0,39,2006.0,0,9,2,11,758,7,3,1746,10,42.0,377500
1389,0,869,3,1,0,1,3,0,2003.0,3,6,0,76,440,6,2,1218,67,60.0,131000
1390,2,1525,2,0,0,2,2,36,2000.0,2,7,2,17,541,6,2,1525,17,70.0,235000
1391,1,1584,3,0,4,2,3,152,1967.0,3,5,5,50,792,8,3,1584,50,65.0,124000
1392,1,900,3,1,4,1,3,144,1967.0,3,5,0,50,288,6,1,900,50,68.0,123000
1393,0,1221,3,1,0,2,1,25,2003.0,3,6,5,112,672,7,2,1912,17,60.0,163000
1394,2,1500,2,1,0,2,2,20,2006.0,2,7,2,11,648,6,3,1500,11,53.0,246578
1395,2,1133,2,1,0,2,2,39,2005.0,2,8,5,12,642,9,3,2482,11,88.0,281213
1396,1,1687,3,2,4,1,3,0,1966.0,3,5,1,69,572,7,2,1687,67,70.04995836802665,160000
1397,0,939,3,0,0,1,3,0,1933.0,3,5,5,97,180,8,1,1513,13,51.0,137500
1398,1,1136,3,0,2,1,3,0,1950.0,3,5,4,67,240,7,1,1904,35,60.0,138000
1399,0,1160,2,1,0,2,3,16,1925.0,3,6,1,92,216,7,1,1608,27,51.0,137450
1400,0,950,3,1,4,1,3,0,1929.0,3,6,5,88,208,5,1,1158,67,50.0,120000
1401,2,864,3,1,0,2,3,75,2004.0,3,6,2,13,398,8,2,1593,13,62.0,193000
1402,2,1294,2,1,0,2,2,55,2006.0,2,7,5,11,662,6,2,1294,11,64.0,193879
1403,2,1464,2,0,0,2,2,160,2007.0,2,8,2,10,754,6,3,1464,10,49.0,282922
1404,2,694,3,0,4,1,3,0,1998.0,3,3,5,102,936,6,3,1214,67,60.0,105000
1405,2,1646,2,1,0,2,0,53,2004.0,2,8,2,13,482,5,2,1646,12,44.0,275000
1406,1,768,3,0,4,1,2,0,1988.0,3,5,2,45,396,5,2,768,10,70.0,133000
1407,1,833,3,0,0,1,3,0,1978.5061638868744,3,5,0,32,0,5,0,833,32,70.04995836802665,112000
1408,1,741,3,0,2,1,1,0,1966.0,3,4,5,107,528,6,2,1363,67,60.0,125500
1409,1,1236,3,1,2,2,2,63,1986.0,3,7,5,31,542,7,2,2093,26,46.0,215000
1410,2,944,2,0,0,2,2,45,2001.0,2,7,2,16,622,6,2,1840,16,79.0,230000
1411,1,1112,3,0,0,1,3,0,1950.0,3,6,1,67,271,6,1,1668,12,80.0,140000
1412,3,1040,3,0,1,2,3,0,1956.0,3,4,5,68,420,6,2,1040,67,60.0,90000
1413,2,1844,2,1,0,2,2,44,2005.0,2,8,2,12,620,7,2,1844,11,88.0,257000
1414,0,1053,2,1,2,1,3,0,1922.0,3,6,5,94,370,8,2,1848,17,64.0,207000
1415,2,1569,2,1,0,2,2,20,2007.0,2,7,0,10,660,7,3,1569,10,51.0,175900
1416,2,1246,3,0,2,2,3,0,1971.0,3,4,5,132,560,11,2,2290,67,60.0,122500
1417,2,1310,2,1,0,2,2,126,1998.0,2,8,2,19,1069,7,3,2450,19,70.04995836802665,340000
1418,1,1144,3,0,4,1,3,88,1962.0,3,5,1,54,336,6,1,1144,54,71.0,124000
1419,1,1844,2,1,2,2,3,73,1969.0,2,6,4,48,540,7,2,1844,48,70.04995836802665,223000
1420,1,708,3,1,2,2,3,169,1968.0,3,6,0,49,776,7,2,1416,49,90.0,179900
1421,1,1069,3,1,4,2,2,55,1977.0,3,6,0,40,440,4,2,1069,40,53.0,127500
1422,2,848,2,0,0,1,2,0,2003.0,2,6,2,14,420,3,2,848,14,37.0,136500
1423,1,1575,2,1,4,2,2,236,1966.0,2,6,5,51,432,8,2,2201,51,70.04995836802665,274970
1424,1,1344,3,1,4,1,3,28,1970.0,3,5,0,59,484,6,1,1344,34,70.04995836802665,144000
1425,1,1252,2,0,0,1,3,39,1960.0,2,6,5,58,528,7,2,1252,58,80.0,142000
1426,2,1223,2,2,0,2,2,132,1994.0,2,7,2,23,525,5,2,2127,23,81.0,271000
1427,1,1048,3,1,4,1,3,0,1962.0,3,5,1,72,288,6,1,1558,67,60.0,140000
1428,1,804,2,2,4,1,3,0,1940.0,3,5,1,77,240,4,1,804,25,60.0,119000
1429,1,1440,2,1,0,2,2,0,1981.0,2,6,1,36,467,7,2,1440,36,70.04995836802665,182900
1430,2,734,3,1,0,2,2,40,2005.0,2,5,5,12,372,7,2,1838,12,60.0,192140
1431,1,958,3,0,4,2,2,60,1976.0,3,6,3,41,440,5,2,958,41,70.04995836802665,143750
1432,0,968,3,0,4,2,3,0,1928.0,3,4,5,90,216,5,1,968,10,60.0,64500
1433,2,962,3,1,0,2,2,0,2000.0,3,6,5,17,451,8,2,1792,17,93.0,186500
1434,1,1126,3,1,1,2,3,41,1977.0,3,5,0,40,484,5,2,1126,40,80.0,160000
1435,1,1537,2,1,4,1,3,36,1962.0,2,6,5,55,462,7,2,1537,12,80.0,174000
1436,2,864,3,0,4,1,3,0,1974.0,3,4,0,46,528,5,2,864,46,60.0,120500
1437,2,1932,0,1,0,2,0,66,2008.0,0,8,2,9,774,7,3,1932,9,96.0,394617
1438,1,1236,3,0,4,1,3,158,1957.0,3,6,2,60,923,6,2,1236,21,90.0,149700
1439,1,1040,3,1,4,2,3,88,1979.0,3,7,2,38,550,6,2,1725,38,80.0,197000
1440,0,1423,3,1,1,2,0,0,1993.0,3,6,5,95,672,11,2,2555,23,79.0,191000
1441,2,848,2,1,0,1,2,0,2004.0,2,6,2,13,420,3,2,848,13,70.04995836802665,149300
1442,2,1026,0,1,0,2,0,52,2008.0,0,10,2,9,812,10,3,2007,9,85.0,310000
1443,0,952,1,1,1,1,3,98,1916.0,3,6,5,101,192,4,1,952,67,70.04995836802665,121000
1444,2,1422,2,0,0,2,2,60,2004.0,2,7,5,13,626,7,2,1422,13,63.0,179600
1445,1,913,3,0,2,1,3,0,1990.0,3,6,3,51,240,6,1,913,51,70.0,129000
1446,1,1188,3,0,4,1,3,39,1962.0,3,5,4,55,312,6,1,1188,55,70.04995836802665,157900
1447,2,1220,2,1,0,2,2,65,1995.0,2,8,2,22,556,8,2,2090,21,80.0,240000
1448,1,796,3,0,2,1,1,24,1950.0,3,4,5,107,384,6,1,1346,17,70.0,112000
1449,1,630,0,0,0,1,2,0,1978.5061638868744,3,5,2,47,0,3,0,630,47,21.0,92000
1450,1,896,3,0,4,2,2,45,1978.5061638868744,3,5,5,43,0,8,0,1792,43,60.0,136000
1451,2,1578,0,1,0,2,2,36,2008.0,2,8,5,9,840,7,3,1578,8,78.0,287090
1452,2,1072,3,0,2,1,2,28,2005.0,3,5,2,12,525,5,2,1072,12,35.0,145000
1453,2,1140,3,0,0,1,2,56,1978.5061638868744,3,5,5,11,0,6,0,1140,11,90.0,84500
1454,2,1221,2,0,0,2,2,113,2004.0,2,7,2,13,400,6,2,1221,12,62.0,185000
1455,2,953,3,1,0,2,2,40,1999.0,3,6,5,18,460,7,2,1647,17,62.0,175000
1456,1,2073,3,2,4,2,2,0,1978.0,3,6,0,39,500,7,2,2073,29,85.0,210000
1457,4,1188,2,2,0,2,3,60,1941.0,0,7,2,76,252,9,1,2340,11,66.0,266500
1458,1,1078,2,0,2,1,3,0,1950.0,3,5,2,67,240,5,1,1078,21,68.0,142125
1459,1,1256,3,0,2,1,3,68,1965.0,2,5,1,52,276,6,1,1256,52,75.0,147500
